year,make,model,trim,body,transmission,state,condition,odometer,color,interior,mmr,sellingprice
2004,Nissan,Xterra,XE,SUV,automatic,ca,3.7,88862.0,silver,gray,3825,6300
2005,Volkswagen,Jetta,2.5,Sedan,automatic,fl,2.5,125022.0,silver,black,3075,3100
2004,Chevrolet,Malibu,Base,Sedan,automatic,ga,3,196420.0,white,beige,850,1700
2015,GMC,Yukon,Denali,suv,,pa,4.7,20305.0,white,black,58600,60500
2013,Nissan,Pathfinder,SV,SUV,automatic,co,3,60169.0,burgundy,black,17000,16901
2000,Jaguar,S-Type,4.0,Sedan,automatic,ga,2,140009.0,green,beige,1350,400
2014,Toyota,Camry,LE,sedan,automatic,mn,3.6,2988.0,blue,gray,15850,15600
1999,Nissan,Pathfinder,LE,SUV,,ga,1.9,272351.0,black,gray,1175,650
2011,Toyota,Highlander,Base,SUV,automatic,nc,3.9,56836.0,silver,gray,19800,19000
2012,Ford,Flex,Limited,Wagon,automatic,ca,3.5,45281.0,silver,gray,24700,26200
2011,Toyota,RAV4,Limited,SUV,automatic,wi,3.8,32364.0,silver,gray,19350,19000
2014,Chevrolet,Tahoe,LTZ,SUV,automatic,ga,4.3,42823.0,silver,black,40300,40500
2013,Ford,Fiesta,SE,sedan,automatic,mo,4.3,23360.0,white,tan,8950,8100
2013,Ford,Focus,SE,Hatchback,automatic,mi,5,10315.0,black,black,12600,13200
2012,BMW,ActiveHybrid 5,Base,Sedan,automatic,wa,4.3,34246.0,gray,black,24500,27250
2014,Ford,Escape,SE,SUV,automatic,fl,3.3,28553.0,gray,gray,16150,14300
2010,Ford,Escape,XLT,SUV,automatic,pa,1.9,76122.0,red,gray,9850,6300
2004,Jeep,Grand Cherokee,Laredo,SUV,,nc,2,151501.0,—,black,2775,2200
2002,Mercedes-Benz,E-Class,E320,Sedan,automatic,ca,1.9,184464.0,gold,tan,2050,1800
2013,Toyota,Corolla,LE,Sedan,automatic,pa,2.9,58755.0,gray,gray,10550,10400
2012,Acura,TL,Technology Package,Sedan,automatic,nv,4,29406.0,gray,black,21800,21300
2013,Hyundai,Santa Fe,Sport,SUV,automatic,az,4.1,48634.0,red,gray,16950,17400
2012,Mercedes-Benz,GLK-Class,GLK350 4MATIC,SUV,automatic,wi,3.1,32201.0,—,tan,25400,26750
2006,Ford,F-150,FX4,SuperCrew,automatic,pa,3.4,113247.0,blue,brown,11450,7000
2012,Ford,Escape,XLT,suv,automatic,il,4.4,29850.0,gray,black,16550,17300
2007,Mitsubishi,Eclipse,GS,Hatchback,automatic,mn,2.8,96436.0,orange,black,4850,4600
2012,Lexus,ES 350,Base,Sedan,automatic,tn,3.1,38369.0,white,tan,20100,24500
2014,Ford,Fusion,SE,Sedan,automatic,ca,2.8,17951.0,gray,black,15800,14800
2013,Nissan,Altima,2.5,Sedan,automatic,md,3.7,92043.0,black,black,10700,9200
2008,Jeep,Liberty,Sport,SUV,automatic,tx,2.8,123747.0,silver,gray,6875,6500
2008,Mitsubishi,Eclipse Spyder,GS,Convertible,automatic,ca,3.6,61624.0,white,black,7000,7200
2006,Toyota,Sienna,XLE Limited 7-Passenger,Minivan,automatic,ca,2.9,88204.0,white,gray,8725,9800
2004,Dodge,Ram Pickup 2500,SLT,Quad Cab,automatic,il,2.4,173075.0,red,beige,16950,14400
2004,Nissan,Murano,SL,SUV,automatic,tx,2.1,96418.0,silver,black,5150,5300
2011,BMW,5 Series,528i,Sedan,automatic,ca,3.4,66303.0,gray,black,21400,21000
2012,Hyundai,Sonata,GLS,Sedan,,nj,2.9,62994.0,—,gray,10450,10000
2013,Ford,Focus,SE,Sedan,automatic,pa,4.7,16829.0,red,black,12100,12400
2012,Ford,Focus,SE,hatchback,automatic,fl,3.7,38864.0,gray,gray,9375,9300
2006,Ford,Ranger,XLT,SuperCab,automatic,ca,2.8,111624.0,black,black,6300,7900
2005,Mercedes-Benz,C-Class,C230 Kompressor,Sedan,automatic,ca,2.5,198194.0,black,black,2425,3000
2005,Dodge,Dakota,Laramie,Club Cab,automatic,ca,2.8,96233.0,burgundy,gray,5675,5000
2006,Ford,F-150,XLT,supercab,automatic,fl,3.5,84177.0,white,tan,8000,11200
2011,Toyota,Tacoma,V6,Double Cab,automatic,fl,2.1,45462.0,gray,gray,23300,23000
2014,Chevrolet,Traverse,LT,suv,automatic,il,4,21530.0,gray,gray,26600,28600
2013,Ford,Fusion,SE,sedan,automatic,mo,4.1,10819.0,red,black,14950,15900
2012,Ford,Expedition,EL King Ranch,SUV,automatic,tn,3.2,67625.0,black,tan,19750,22500
2013,Ford,Escape,SE,SUV,automatic,ny,4.5,76561.0,white,beige,12700,11000
2005,Mitsubishi,Lancer,ES,Sedan,automatic,ca,2,66130.0,white,gray,2900,4000
2013,Honda,Pilot,Touring w/Navigation and Rear Entertainment,SUV,automatic,in,4.8,29453.0,black,gray,30800,31250
2007,BMW,5 Series,525i,Sedan,automatic,ca,2.6,100773.0,black,tan,8450,8300
2012,Mazda,CX-9,Touring,SUV,,pa,4.8,46103.0,blue,black,18600,20400
2012,Honda,CR-V,EX,SUV,automatic,tx,4.6,53407.0,silver,beige,16650,17600
2011,Ford,Fusion,SEL,sedan,automatic,oh,2.8,58694.0,burgundy,black,9800,9000
2013,Dodge,Journey,SXT,SUV,automatic,ca,3.6,44723.0,red,black,15800,15800
2004,Chevrolet,Suburban,1500 LS,SUV,automatic,ca,1.9,158750.0,blue,tan,2525,3100
2013,Ford,Focus,SE,sedan,automatic,mo,3.7,39697.0,silver,gray,9825,9200
2013,Audi,Q5,3.0T Premium Plus quattro,suv,automatic,fl,4.9,24699.0,white,—,35300,36000
2012,MINI,Cooper,S,Hatchback,manual,ca,4.6,57873.0,black,black,12850,13800
2012,GMC,Acadia,SLT-1,SUV,automatic,nj,4.4,42298.0,white,brown,24300,23800
2011,Infiniti,M37,Base,Sedan,automatic,tn,3.2,64183.0,white,gray,20800,20300
2014,Kia,Optima,LX,Sedan,automatic,nv,4.4,11376.0,burgundy,beige,15450,16000
2013,Dodge,Avenger,SE,Sedan,,nc,4.4,40392.0,red,black,10650,11200
2013,Ford,Edge,Limited,SUV,automatic,il,3.5,65791.0,silver,black,17150,17200
2011,Jeep,Patriot,Sport,SUV,automatic,ga,4,18765.0,blue,beige,13050,13400
2009,Honda,Pilot,EX-L,SUV,automatic,ma,2.5,92217.0,burgundy,black,14050,13900
2004,Ford,Thunderbird,Premium,Convertible,automatic,tx,3.1,119692.0,red,—,5725,7700
2011,Chevrolet,Tahoe,LT,SUV,automatic,tx,3.7,93634.0,black,black,21300,22000
2004,Honda,Odyssey,EX-L,minivan,automatic,ga,1.6,117993.0,gray,gray,3050,1800
2009,Cadillac,SRX,V6,SUV,automatic,tx,2.7,46336.0,blue,gray,13000,12900
2000,Buick,Regal,LS,sedan,automatic,oh,3.5,49018.0,white,gray,2550,3500
2012,Mercedes-Benz,C-Class,C250,Coupe,automatic,ca,4.3,21396.0,black,gray,23000,23000
2013,Honda,Civic,LX,Sedan,automatic,mi,4.9,80642.0,blue,gray,11650,11000
2014,Kia,Soul,+,Wagon,automatic,nv,4.9,7680.0,white,black,14250,16000
2015,Ford,Mustang,EcoBoost,Coupe,automatic,fl,4.6,12270.0,black,black,27000,25700
2008,Honda,Civic,EX,sedan,automatic,az,3.6,94836.0,silver,gray,6950,8100
2013,Ford,Mustang,V6,Convertible,automatic,nv,4.1,66625.0,white,black,11000,11400
2011,Nissan,Rogue,SV,SUV,automatic,pa,4,37296.0,white,gray,15300,16600
2014,Kia,Optima,LX,Sedan,automatic,wi,4.5,10379.0,black,beige,15750,15300
2012,Toyota,Corolla,LE,Sedan,automatic,md,3,59946.0,gray,gray,9375,9800
2006,Chevrolet,Equinox,LS,SUV,automatic,nc,3.5,125662.0,burgundy,gray,3850,4700
2007,Toyota,Avalon,XLS,Sedan,automatic,ca,2.6,126711.0,blue,gray,7500,7400
2012,Kia,Forte,EX,Sedan,automatic,mo,3.9,103448.0,black,black,6475,6800
2007,Chevrolet,Avalanche,LT,Crew Cab,automatic,va,2.7,158916.0,black,black,10100,12600
2011,Chevrolet,Malibu,LT1,Sedan,,il,,60117.0,gray,—,8750,8900
2013,Ford,Escape,SEL,SUV,automatic,ny,4.7,35229.0,white,black,15950,16400
2013,Nissan,Leaf,S,Hatchback,automatic,fl,4.7,27925.0,silver,gray,12000,10800
2013,Hyundai,Sonata,GLS,sedan,automatic,ga,4.3,42273.0,red,tan,11250,11900
2010,Dodge,Grand Caravan,SXT,Minivan,automatic,fl,1.9,232189.0,silver,gray,3350,3300
2004,,,,,automatic,fl,2.7,128128.0,white,gray,7000,7000
2012,Infiniti,M,M37,Sedan,automatic,ca,4.3,23566.0,silver,beige,26700,26750
1998,Honda,Civic,LX,Sedan,automatic,ma,2.1,210368.0,silver,gray,1150,650
2006,Isuzu,Ascender,S 7 Passenger,SUV,automatic,fl,2.7,132756.0,white,gray,3400,2900
2013,Ford,E-Series Van,E-250,E-Series Van,,ca,3.5,47304.0,white,gray,19150,18250
2005,BMW,X5,4.4i,suv,automatic,tx,2,181164.0,black,—,3450,1500
2004,Mercury,Monterey,Convenience,Minivan,automatic,ny,,121844.0,beige,tan,1650,1400
2007,Toyota,Corolla,LE,Sedan,automatic,ca,1.9,118726.0,gold,gray,4900,5200
2010,Mazda,Mazda6,i Grand Touring,Sedan,,tx,3.4,59295.0,gray,black,9350,10100
2012,BMW,3 Series,328i,sedan,automatic,ca,4.6,28470.0,white,—,24800,27250
2011,Ford,Fusion,SE,Sedan,automatic,tn,4.3,17035.0,—,black,12250,13500
2013,Toyota,Camry,LE,Sedan,automatic,tx,4.2,43462.0,silver,gray,13550,14000
2011,Mazda,Mazdaspeed3,Sport,Hatchback,manual,ca,3.4,87730.0,gray,black,11900,14000
2005,Ford,F-150,XLT,SuperCab,automatic,fl,1.9,162867.0,blue,gray,5775,5800
2005,,,,,automatic,mi,2.5,156942.0,gold,black,2025,1650
2010,Toyota,Yaris,Base,Sedan,automatic,il,2.2,111025.0,black,gray,5200,4500
2013,Ford,Fusion,SE,Sedan,automatic,ga,4.5,38067.0,red,beige,13850,14100
2003,Ford,Expedition,Eddie Bauer,SUV,automatic,tx,2.1,151445.0,red,beige,3925,3100
2011,BMW,3 Series,328i,Sedan,automatic,fl,4.5,60401.0,red,black,15800,16000
2014,Kia,Forte,LX,Sedan,automatic,oh,4.9,8822.0,gray,black,12800,12300
2012,Mazda,Mazda3,i Touring,Hatchback,automatic,ga,4.3,20005.0,gray,black,12800,14200
2014,Nissan,Altima,2.5 S,Sedan,automatic,tn,3.3,40108.0,—,black,13850,13900
2014,Ford,F-150,XL,Regular Cab,automatic,mo,4.1,10063.0,white,gray,17400,17300
2008,Chevrolet,Tahoe,LT,SUV,automatic,ca,3.6,109456.0,white,black,17000,18500
2012,Honda,Pilot,EX,SUV,,fl,3.4,29715.0,black,gray,20200,19600
1997,Mercedes-Benz,E-Class,E320,Sedan,automatic,ca,2,166197.0,blue,beige,1200,1800
2013,BMW,5 Series,535i,sedan,automatic,ca,3.8,12383.0,white,black,36300,37500
2004,Jeep,Liberty,Sport,SUV,automatic,pa,2,69535.0,silver,black,4800,4500
2008,Dodge,Charger,Base,Sedan,automatic,mi,4.6,92197.0,blue,gray,7225,7400
2007,Cadillac,CTS,Base,Sedan,automatic,oh,3.7,128540.0,black,black,5025,5200
2012,Ford,F-150,Lariat,SuperCrew,automatic,nv,4.7,28200.0,white,tan,28000,30000
2014,Volkswagen,Jetta,TDI,sedan,automatic,ms,4,17335.0,brown,tan,18400,16000
2011,Mazda,Mazda3,i Touring,Sedan,automatic,mi,3.9,42735.0,gray,black,9950,10600
2004,GMC,Yukon,Denali,SUV,automatic,fl,3.5,110386.0,black,gray,8050,6900
2014,Chevrolet,Camaro,LT,Coupe,automatic,in,2,14756.0,white,black,20900,13600
2005,Ford,F-150,FX4,SuperCrew,automatic,fl,,105931.0,black,tan,11100,13200
2006,Ford,Expedition,XLS,SUV,automatic,md,3.6,118493.0,white,black,4775,4800
2012,Chevrolet,Malibu,LT,Sedan,automatic,il,2,32817.0,black,black,11800,10800
2005,Jeep,Liberty,Sport,SUV,automatic,oh,1.9,134173.0,blue,gray,3500,900
2014,Ford,Fusion,SE,sedan,automatic,mo,4.3,17767.0,black,black,15500,15700
2007,Mercedes-Benz,GL-Class,GL450,SUV,automatic,ca,3.9,122091.0,blue,tan,13150,13500
2014,Kia,Forte,LX,sedan,automatic,nv,4.1,12787.0,gray,gray,12000,11800
2012,Cadillac,SRX,Base,SUV,,pa,4.7,27528.0,black,black,21600,20600
2011,BMW,3 Series,328i xDrive,Sedan,automatic,oh,4.6,11138.0,blue,tan,22000,21250
2012,Ford,Focus,Titanium,Hatchback,automatic,tx,3.4,43447.0,—,black,12900,14300
2007,Mercedes-Benz,S-Class,S550,Sedan,automatic,ca,2.6,37948.0,silver,black,23800,23000
2013,Hyundai,Elantra,GLS,sedan,automatic,tx,2.4,55991.0,red,beige,9225,9000
2012,Hyundai,Genesis Coupe,2.0T,Genesis Coupe,automatic,fl,3.9,40816.0,white,black,12100,12500
2012,Lexus,IS 250,Base,Sedan,automatic,co,2.9,39520.0,black,tan,20300,19400
2007,Chrysler,Pacifica,Base,Wagon,automatic,wi,2.8,123921.0,blue,gray,3225,3700
2013,Ford,Explorer,Limited,SUV,automatic,ca,4.3,40189.0,green,beige,25100,25200
2006,BMW,5 Series,525xi,Sedan,automatic,ca,2,97200.0,silver,black,7625,7900
2011,Lexus,LS 460,Base,Sedan,automatic,oh,4.1,56540.0,black,beige,30200,31800
2011,Toyota,Corolla,LE,Sedan,automatic,tn,3.5,62358.0,black,gray,9275,9300
2006,Chrysler,Town and Country,Touring,Minivan,automatic,il,,179854.0,silver,—,1275,2300
2006,Ford,Mustang,GT Premium,Coupe,,mi,3.6,81924.0,red,red,10700,7900
2008,Ford,Explorer Sport Trac,XLT,Crew Cab,automatic,fl,2.9,91705.0,black,gold,10550,10400
2013,Ford,Fiesta,SE,Hatchback,automatic,oh,4.6,16448.0,green,black,10400,10500
2005,BMW,5 Series,545i,Sedan,automatic,nj,1.9,179372.0,black,beige,3000,3850
2012,Dodge,Charger,SE,Sedan,,nj,4.1,58197.0,—,black,13750,13600
2005,Cadillac,DeVille,Base,Sedan,automatic,mi,1.9,95343.0,green,gray,2700,1100
2007,Pontiac,Grand Prix,GT,Sedan,automatic,az,2.6,281008.0,white,beige,1475,1200
2013,Volkswagen,Jetta,Base,Sedan,automatic,nj,2.7,57914.0,red,gray,8900,7700
2009,Dodge,Ram Pickup 1500,Laramie,Quad Cab,automatic,ga,2.3,169335.0,white,black,11500,9600
2008,Mercedes-Benz,S-Class,S550 4MATIC,Sedan,automatic,mi,3.8,144092.0,black,brown,14400,16200
2006,Chevrolet,Equinox,LT,SUV,automatic,mi,4.6,110755.0,red,gray,4725,6500
2010,Ford,Mustang,GT,Convertible,automatic,sc,2.1,119430.0,black,black,13600,12800
2012,Hyundai,Accent,SE,Hatchback,automatic,va,2.5,82130.0,gray,black,7275,6300
2005,Dodge,Neon,SXT,sedan,automatic,fl,1.9,110123.0,blue,black,1400,1100
2013,Ford,Fusion,SE,Sedan,automatic,il,4,70110.0,white,gray,11350,9800
2013,Ford,Fusion,SE,Sedan,automatic,mi,3.9,95794.0,white,beige,11500,11000
2004,Volvo,S80,2.5T,Sedan,automatic,wi,1.9,123702.0,beige,tan,2775,2400
2011,Hyundai,Sonata,SE,Sedan,automatic,fl,4.1,69366.0,gray,gray,10700,11800
2011,Subaru,Forester,2.5X,SUV,,oh,4.5,68199.0,gray,tan,13450,14000
2013,Honda,Accord,EX,Coupe,manual,ca,3.9,22777.0,black,black,17750,18300
2012,Hyundai,Accent,GLS,Sedan,automatic,nc,3.9,63308.0,blue,gray,7450,7700
2010,Infiniti,QX56,Base,suv,automatic,tx,2,80316.0,black,black,24300,20700
2013,Ford,Fusion,Titanium,Sedan,automatic,il,4.6,26792.0,white,gray,18550,18900
2012,Acura,MDX,Technology Package,SUV,automatic,wi,2.9,41033.0,black,black,28900,28500
2013,Nissan,Maxima,3.5 S,sedan,automatic,fl,2.9,53853.0,red,black,13600,13500
1998,Volkswagen,Jetta,GLX VR6,Sedan,automatic,il,,63947.0,black,—,1650,1100
2011,Ford,Mustang,V6,Coupe,automatic,tx,2.1,56739.0,gray,black,12400,9900
2013,Kia,Optima,EX,Sedan,,pa,4.4,29395.0,red,beige,15600,15000
2010,Honda,Accord,EX-L,sedan,automatic,ca,3.2,54651.0,gray,gray,12150,11900
2013,Nissan,Juke,SV,Hatchback,automatic,ca,4.5,18935.0,gold,black,14850,15100
2005,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,fl,2.7,242639.0,gray,tan,6225,8900
2008,Mazda,CX-9,Grand Touring,SUV,automatic,fl,3.4,117629.0,blue,black,8000,8400
2006,Ford,Five Hundred,Limited,Sedan,automatic,oh,2.9,136917.0,gray,black,3800,3400
2012,Toyota,Prius v,Three,Wagon,automatic,tx,4.6,15337.0,white,gray,18500,18000
2014,Chrysler,200,LX,sedan,automatic,az,2.9,34977.0,black,black,10350,11200
2008,Dodge,Caliber,SXT,Wagon,automatic,co,2.4,96130.0,silver,black,4800,4200
2013,Lincoln,MKZ,Base,Sedan,,pa,4.6,16404.0,red,beige,25100,22600
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,il,4.5,15820.0,gray,black,22200,21400
2001,BMW,5 Series,530i,Sedan,automatic,mi,,125028.0,black,tan,2900,2600
2012,Honda,Pilot,EX-L,SUV,automatic,ca,2.8,45262.0,red,black,23200,22250
2009,Mitsubishi,Galant,Sport V6,Sedan,automatic,wi,3,58781.0,blue,black,8800,8400
2005,BMW,3 Series,325i,Sedan,automatic,fl,3.9,82763.0,silver,black,6350,5500
2008,Jeep,Commander,Sport,SUV,automatic,nj,2.5,62947.0,silver,gray,11000,9250
2014,Jeep,Cherokee,Latitude,suv,automatic,pa,4,18367.0,red,black,20500,17800
2005,Chrysler,PT Cruiser,Limited,wagon,automatic,fl,1.9,127279.0,blue,gray,1350,1000
2007,Mercedes-Benz,CLK-Class,CLK350,coupe,automatic,nv,4.2,98905.0,white,beige,9125,8750
2007,Dodge,Charger,Base,Sedan,automatic,tx,3.5,109429.0,white,—,5950,4100
2006,Saab,9-3,2.0T SportCombi,Wagon,automatic,ca,2.9,89339.0,blue,beige,4425,4100
2006,Chevrolet,Uplander,Cargo,Minivan,automatic,la,1,128963.0,white,gray,1750,1200
2012,Nissan,Sentra,2.0,sedan,automatic,ms,2,46221.0,silver,gray,8850,7200
2005,Ford,F-150,XLT,SuperCrew,automatic,ca,,94342.0,silver,—,8750,10500
2010,Chrysler,Town and Country,Limited Fleet,Minivan,,va,3.3,92658.0,blue,beige,12700,11900
2011,Mercedes-Benz,M-Class,ML350 4MATIC,suv,,pa,4.3,46535.0,silver,gray,25600,25500
2010,Jeep,Compass,Sport,SUV,automatic,pa,3.6,91006.0,silver,black,6300,6400
2013,Toyota,Corolla,S,Sedan,automatic,az,2.2,23122.0,orange,black,13300,13400
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,nj,3.7,47817.0,gray,gray,17050,17600
2013,Chrysler,Town and Country,Touring,minivan,automatic,il,3.7,50307.0,red,black,14700,16901
2012,Ford,F-150,Lariat,supercrew,automatic,tn,4.4,41983.0,—,black,31000,32600
2014,Ford,Fiesta,SE,Hatchback,automatic,tx,3.6,36185.0,silver,gray,10500,10400
2012,Nissan,Altima,2.5 S,Sedan,,mo,4.3,51306.0,burgundy,beige,10950,13500
2011,GMC,Sierra 1500,SL,Crew Cab,automatic,tn,4.7,38590.0,white,gray,19850,20200
2008,Mitsubishi,Outlander,SE,SUV,automatic,tx,3.1,105297.0,gray,black,6625,5900
2008,Infiniti,G35,x,Sedan,automatic,oh,3.9,86185.0,black,black,10550,11500
2014,Toyota,Camry,LE,Sedan,,pa,3.7,20725.0,blue,gray,15000,14600
2006,GMC,Sierra 2500HD,SLE1,Crew Cab,automatic,oh,4.7,76279.0,silver,gray,25800,24600
2011,Hyundai,Sonata,GLS,Sedan,automatic,mn,3.9,64134.0,gold,tan,9050,9100
2010,Ford,F-150,XL,SuperCrew,automatic,fl,3.9,121456.0,white,beige,11850,13000
2005,Toyota,Corolla,LE,sedan,automatic,fl,2.7,62528.0,turquoise,beige,4900,4900
2006,Pontiac,G6,GTP,Coupe,automatic,pa,3.1,91989.0,gray,black,5575,5400
2012,Chrysler,Town and Country,Touring-L,Minivan,,nc,4.4,49915.0,gray,brown,14000,18100
2013,Ford,Taurus,SEL,Sedan,automatic,pa,3,48933.0,—,black,13550,13000
2007,Chevrolet,Silverado 1500,LT2,Crew Cab,automatic,tn,2.1,77127.0,blue,black,15200,14500
2008,Saturn,Aura,XE,Sedan,automatic,il,3.5,103959.0,white,tan,4400,3800
2009,Chevrolet,Impala,LT,Sedan,automatic,nv,2.9,89621.0,red,beige,6575,6300
2009,Dodge,Ram Pickup 3500,SXT,mega cab,automatic,tx,2.4,140627.0,black,gray,22800,24400
2005,Ford,Explorer,XLT,SUV,automatic,ny,,136993.0,blue,gray,2850,2000
2006,Chevrolet,Equinox,LS,SUV,automatic,nc,2.7,90185.0,white,gray,5050,4200
1999,Chrysler,Concorde,LXi,Sedan,automatic,ca,3.5,100447.0,black,beige,800,2300
2014,Ford,Edge,Limited,SUV,,qc,5,21200.0,white,black,31200,31800
2009,Dodge,Journey,SXT,SUV,automatic,ca,3.3,58147.0,silver,black,8650,10500
2013,Hyundai,Elantra Coupe,GS,Elantra Coupe,automatic,mo,3.4,20523.0,black,black,12500,13100
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,mi,5,27821.0,—,black,23300,22900
2014,Ford,Escape,SE,SUV,automatic,wi,2,18882.0,blue,gray,17450,9700
2011,Dodge,Avenger,Express,Sedan,automatic,oh,2.7,64612.0,black,black,7350,8300
2013,Mazda,Mazda2,Touring,hatchback,manual,ca,2.4,23155.0,gray,black,8975,7000
2010,Subaru,Legacy,2.5i Premium,Sedan,automatic,ca,3.2,50895.0,red,black,10300,10000
2013,Hyundai,Elantra,GLS,Sedan,automatic,pa,4.6,28717.0,blue,beige,11750,10700
2013,Hyundai,Elantra,GLS,Sedan,automatic,fl,3.5,17361.0,gray,gray,12300,12100
2013,Nissan,Altima,2.5,Sedan,,nj,2.5,17865.0,white,black,14450,13300
2012,Honda,Civic,LX,Sedan,automatic,pa,2.4,26386.0,black,gray,11350,9500
2012,Ford,Edge,SEL,SUV,automatic,nj,5,23699.0,burgundy,tan,22500,23200
2013,Dodge,Avenger,SE,Sedan,automatic,fl,4,33149.0,blue,black,10650,10500
2014,Chrysler,Town and Country,Touring,Minivan,automatic,fl,4,28581.0,blue,black,18850,19100
2014,Ford,Flex,SEL,Wagon,automatic,ca,4.8,22188.0,black,black,22600,22900
2010,Chrysler,Sebring,Touring,Convertible,automatic,fl,2.3,77083.0,silver,black,6000,5400
2004,Honda,Accord,EX,Coupe,manual,ca,2.9,195143.0,black,black,2100,2250
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,fl,3.6,35599.0,black,beige,16950,16400
2014,Ford,Fusion,SE,Sedan,automatic,mo,3.8,40084.0,—,black,14150,13900
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,3.4,34319.0,gray,black,12100,12000
2008,Acura,MDX,Base,SUV,automatic,ga,3.5,74302.0,white,tan,16650,17600
2013,Volkswagen,Passat,TDI SE,Sedan,automatic,tx,2.6,71858.0,black,black,14150,13300
2013,Toyota,Camry,SE,Sedan,automatic,oh,3.4,54968.0,gray,black,12550,12400
2014,Ford,Mustang,V6,Convertible,automatic,ca,3.9,62275.0,red,black,12950,13000
2012,Buick,LaCrosse,Convenience Group,Sedan,,pa,3.9,20571.0,gold,tan,13900,15400
2012,Infiniti,M,M37,Sedan,,tx,2.9,49812.0,gray,black,22700,22800
2004,Ford,F-150,FX4,SuperCrew,,va,1.9,171585.0,white,gray,5850,6600
2013,Audi,A3,2.0T Premium,Wagon,,pa,2.7,41514.0,blue,black,14500,14500
2012,Lexus,ES 350,Base,Sedan,automatic,fl,4.3,13457.0,gold,beige,23600,22700
2011,Toyota,Camry,SE,Sedan,automatic,nj,3.8,54889.0,gray,black,11550,12600
2012,Ford,Focus,SE,Sedan,automatic,fl,4.3,57910.0,silver,black,8575,9000
2015,Jeep,Wrangler,Unlimited Sahara,suv,automatic,wi,4.9,12249.0,black,black,32400,32500
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,mn,1.9,65049.0,gray,gray,8575,4800
2006,Cadillac,CTS,Base,Sedan,automatic,oh,3.9,138912.0,red,black,3650,4100
2012,Ford,Fusion,SEL,Sedan,automatic,fl,3.9,45633.0,—,black,11950,11400
2014,Chevrolet,Cruze,2LT,Sedan,,pa,4,14498.0,black,black,13450,13500
2012,Nissan,Pathfinder,S,SUV,automatic,mo,4.3,54695.0,black,black,17600,21200
2006,Honda,Odyssey,EX-L,Minivan,automatic,in,3.3,92905.0,blue,gray,7375,8500
2000,Nissan,Altima,GXE,Sedan,automatic,nv,2,1.0,black,—,1850,800
2008,Dodge,Ram Pickup 2500,SLT,Quad Cab,automatic,wa,4.1,63024.0,white,gray,26500,28000
2012,Nissan,Titan,SL,Crew Cab,automatic,nj,2.8,32548.0,gray,black,27000,22200
2011,Ford,Fusion,SE,Sedan,manual,fl,4.2,81668.0,black,gray,7850,7600
2013,Chrysler,200,LX,Sedan,automatic,ca,3.8,37887.0,black,black,10600,10900
2004,Honda,Accord,EX V-6,Sedan,automatic,ca,1.9,107371.0,black,beige,5300,5700
2014,Chevrolet,Impala Limited,LS Fleet,Sedan,automatic,fl,4,21475.0,white,gray,12150,12600
2005,Ford,F-150,XLT,SuperCab,automatic,tx,4.3,167586.0,burgundy,tan,5025,6000
2012,Ram,1500,SLT,quad cab,automatic,ga,3.9,42741.0,white,gray,18650,21600
2006,Honda,Odyssey,EX-L,Minivan,automatic,nc,3.5,196844.0,white,beige,3625,4100
2012,Nissan,Rogue,S,SUV,,pa,4.2,35192.0,black,black,17150,16100
2013,Nissan,Altima,2.5,Sedan,automatic,wi,3.7,66948.0,black,black,11800,12100
2007,Lexus,LS 460,Base,Sedan,,pa,4.8,78704.0,green,beige,19600,19700
2006,Nissan,Maxima,3.5 SE,Sedan,automatic,ny,2,107716.0,beige,tan,4850,1000
2010,Audi,A5,3.2 Premium Plus quattro,Coupe,automatic,mo,4.2,46213.0,white,brown,21600,22500
2001,Lexus,LS 430,Base,Sedan,automatic,ca,3.5,223782.0,green,beige,4750,5400
2012,Lincoln,MKZ,Base,sedan,automatic,fl,4.1,31664.0,—,beige,15250,15000
2006,Ford,Escape,Limited,SUV,,nc,2.8,157938.0,gray,black,3225,3200
2004,Ford,Focus,ZTS,Sedan,automatic,mi,2.5,151777.0,black,gray,1475,1350
2011,Ram,1500,Laramie,Crew Cab,automatic,tn,3.5,73094.0,—,tan,24400,25400
1994,Toyota,Corolla,DX,sedan,automatic,fl,2,150611.0,white,blue,950,350
2013,Mazda,Mazda3,i Sport,Sedan,automatic,fl,4.1,52987.0,charcoal,black,10050,10100
2015,Kia,Sorento,LX,SUV,automatic,mn,4.9,9211.0,white,beige,20600,20600
2009,Honda,Odyssey,EX,Minivan,automatic,fl,3.3,122360.0,white,beige,7325,7100
2009,Ford,Explorer,Eddie Bauer,SUV,,md,3.8,106456.0,black,tan,8150,8700
2000,Saturn,L-Series,LS1,Sedan,automatic,pa,2,181961.0,burgundy,beige,600,400
2013,Toyota,Corolla,S,Sedan,automatic,wa,4.4,36849.0,silver,black,13050,13900
2006,Chrysler,PT Cruiser,Touring,Convertible,automatic,ca,1.9,112497.0,white,beige,2925,1800
